timestamp,gsr_value
2025-08-12 11:41:21.357795,14.0
2025-08-12 11:41:21.671270,7.0
2025-08-12 11:41:21.780977,15.0
2025-08-12 11:41:21.877333,15.0
2025-08-12 11:41:21.990511,7.0
2025-08-12 11:41:22.105726,4.0
2025-08-12 11:41:22.213874,4.0
2025-08-12 11:41:22.310526,4.0
2025-08-12 11:41:22.408007,5.0
2025-08-12 11:41:22.513969,4.0
